Weapon,Hash,Perks,PerkHashes,Tags,Notes,Name,Description
"Maahes HC4","1246793994","Tactical Mag | Fluted Barrel | Tactical Mag | Fluted Barrel | Destabilizing Rounds | Destabilizing Rounds | Rapid Hit | Repulsor Brace | Rapid Hit | Frenzy | Frenzy | Repulsor Brace","106909392|1124871858|1783397184|1840239774|1926441324|2048641572|247725512|2541826827|2938480696|3007133316|4104185692|776531651","GodPVE","","Maahes HC4 PVE God Roll","Barrel: Fluted Barrel
Magazine: Tactical Mag
Perk 1: Rapid Hit or Repulsor Brace
Perk 2: Frenzy or Destabilizing Rounds
Masterwork: Stability"
"Maahes HC4","1246793994","Steady Rounds | Perpetual Motion | Smallbore | Perpetual Motion | Rapid Hit | Golden Tricorn | Smallbore | Rapid Hit | Frenzy | Steady Rounds | Frenzy | Golden Tricorn Enhanced","1002206008|1428297954|1482024992|2014892510|247725512|2610012052|2860123632|2938480696|3007133316|3177308360|4104185692|4290541820","GodPVP","","Maahes HC4 PVP God Roll","Barrel: Smallbore
Magazine: Steady Rounds
Perk 1: Rapid-Hit or Perpetual Motion
Perk 2: Golden Tricorn (also good: Frenzy)
Masterwork: Range"
"Kept Confidence","1875512595","Killing Wind | Multikill Clip | Multikill Clip | Accurized Rounds | Accurized Rounds | Chambered Compensator | Chambered Compensator | Killing Wind","2450788523|2458213969|2570477205|3142289711|3267421167|3399528164|3661387068|4207509907","GodPVE","","Kept Confidence PVE God Roll","Barrel: Chambered Compensator
Magazine: Accurized Rounds
Perk 1: Killing Wind
Perk 2: Multikill Clip
Masterwork: Range"
"Kept Confidence","1875512595","Killing Wind | Arrowhead Brake | Accurized Rounds | Accurized Rounds | Eye of the Storm | Killing Wind | Eye of the Storm | Arrowhead Brake","2450788523|3048246338|3142289711|3267421167|3719974635|4207509907|699525795|839105230","GodPVP","","Kept Confidence PVP God Roll","Barrel: Arrowhead Brake
Magazine: Accurized Rounds
Perk 1: Killing Wind
Perk 2: Eye of the Storm
Masterwork: Range"
"Judgment","2969415423","Tactical Mag | Adrenaline Junkie | Headstone | Headstone | Tactical Mag | Fastdraw HCS | Adrenaline Junkie","106909392|11612903|1171887445|124408337|1783397184|1926090094|2422968039","GodPVE","","Judgment PVE God Roll","Sight: Fastdraw HCS
Magazine: Tactical Mag
Perk 1: Headstone
Perk 2: Adrenaline Junkie
Masterwork: Reload Speed"
"Judgment","2969415423","Fastdraw HCS | Moving Target | Accurized Rounds | Accurized Rounds | Eye of the Storm | Moving Target | Eye of the Storm","1926090094|2717805783|3142289711|3267421167|3719974635|588594999|699525795","GodPVP","","Judgment PVP God Roll","Sight: Fastdraw HCS
Magazine: Accurized Rounds
Perk 1: Moving Target
Perk 2: Eye of the Storm
Masterwork: Handling"
"Igneous Hammer","1973107014","Appended Mag | Appended Mag | Fluted Barrel | Smallbore | Flared Magwell | Fluted Barrel | Rapid Hit | Golden Tricorn | Incandescent | Smallbore | Rapid Hit | Heal Clip | Flared Magwell | Heal Clip | Golden Tricorn Enhanced | Incandescent","1065371964|1087426260|1124871858|1482024992|1709045111|1840239774|247725512|2610012052|2675184851|2860123632|2938480696|3017780555|3230963543|4223976499|4290541820|4293542123","GodPVE","","Igneous Hammer PVE God Roll","Barrel: Fluted Barrel or Smallbore
Magazine: Flared Magwell or Appended Mag
Perk 1: Rapid-Hit or Heal Clip
Perk 2: Incandescent or Golden Tricorn
Masterwork: Reload Speed or Handling"
"Igneous Hammer","1973107014","Hammer-Forged Rifling | Opening Shot | Smallbore | High-Caliber Rounds | Ricochet Rounds | Ricochet Rounds | Rangefinder | Smallbore | Keep Away | Hammer-Forged Rifling | Keep Away | Eye of the Storm | Opening Shot | High-Caliber Rounds | Rangefinder | Eye of the Storm","1147230557|1370847713|1482024992|1561002382|1885400500|1968098204|2846385770|2860123632|3198323828|3250034553|3619207468|3719974635|47981717|494745090|509594246|699525795","GodPVP","","Igneous Hammer PVP God Roll","Barrel: Smallbore or Hammer-Forged Rifling
Magazine: Ricochet Rounds or High-Caliber Rounds
Perk 1: Keep Away (also good: Rangefinder)
Perk 2: Eye of the Storm or Opening Shot
Masterwork: Range or Stability"
"Igneous Hammer (Adept)","2314610827","Appended Mag | Appended Mag | Fluted Barrel | Smallbore | Flared Magwell | Fluted Barrel | Rapid Hit | Golden Tricorn | Incandescent | Smallbore | Rapid Hit | Heal Clip | Flared Magwell | Heal Clip | Golden Tricorn Enhanced | Incandescent","1065371964|1087426260|1124871858|1482024992|1709045111|1840239774|247725512|2610012052|2675184851|2860123632|2938480696|3017780555|3230963543|4223976499|4290541820|4293542123","GodPVE","","Igneous Hammer PVE God Roll","Barrel: Fluted Barrel or Smallbore
Magazine: Flared Magwell or Appended Mag
Perk 1: Rapid-Hit or Heal Clip
Perk 2: Incandescent or Golden Tricorn
Masterwork: Reload Speed or Handling"
"Igneous Hammer (Adept)","2314610827","Hammer-Forged Rifling | Opening Shot | Smallbore | High-Caliber Rounds | Ricochet Rounds | Ricochet Rounds | Rangefinder | Smallbore | Keep Away | Hammer-Forged Rifling | Keep Away | Eye of the Storm | Opening Shot | High-Caliber Rounds | Rangefinder | Eye of the Storm","1147230557|1370847713|1482024992|1561002382|1885400500|1968098204|2846385770|2860123632|3198323828|3250034553|3619207468|3719974635|47981717|494745090|509594246|699525795","GodPVP","","Igneous Hammer PVP God Roll","Barrel: Smallbore or Hammer-Forged Rifling
Magazine: Ricochet Rounds or High-Caliber Rounds
Perk 1: Keep Away (also good: Rangefinder)
Perk 2: Eye of the Storm or Opening Shot
Masterwork: Range or Stability"
"Finite Impactor","1917334929","Appended Mag | Appended Mag | Fluted Barrel | Suros Synergy | Fluted Barrel | Burning Ambition | Heal Clip | Precision Instrument | Burning Ambition | Suros Synergy | Heal Clip | Precision Instrument","1065371964|1087426260|1124871858|1292971594|1840239774|2890807135|3017780555|332733060|3581929919|4008116374|4223976499|555281244","GodPVE","","Finite Impactor PVE God Roll","Barrel: Fluted Barrel
Magazine: Appended Mag
Perk 1: Heal Clip
Perk 2: Burning Ambition (also good: Precision Instrument)
Masterwork: Reload Speed
Origin Trait: Suros Synergy"
"Finite Impactor","1917334929","Hammer-Forged Rifling | Suros Synergy | Fragile Focus | Ricochet Rounds | Ricochet Rounds | Fragile Focus | Magnificent Howl | Magnificent Howl | Hammer-Forged Rifling | Precision Instrument | Suros Synergy | Precision Instrument","1147230557|1292971594|1609056795|1885400500|1968098204|2451262963|2720533289|3042219245|3250034553|332733060|4008116374|555281244","GodPVP","","Finite Impactor PVP God Roll","Barrel: Hammer-Forged Rifling
Magazine: Ricochet Rounds
Perk 1: Fragile Focus
Perk 2: Precision Instrument (also good: Magnificent Howl)
Masterwork: Range
Origin Trait: Suros Synergy"
"Fatebringer","4184168210","Appended Mag | Appended Mag | Firefly | Smallbore | Smallbore | Frenzy | Explosive Payload | Firefly | Frenzy | Explosive Payload","1065371964|1087426260|1183436451|1482024992|2860123632|3007133316|3038247973|3824105627|4104185692|64866129","GodPVE","","Fatebringer PVE God Roll","Barrel: Smallbore
Magazine: Appended Mag
Perk 1: Explosive Payload
Perk 2: Frenzy (also good: Firefly)
Masterwork: Range"
"Fatebringer","4184168210","Opening Shot | Smallbore | Smallbore | Explosive Payload | Accurized Rounds | Accurized Rounds | Eye of the Storm | Opening Shot | Explosive Payload | Eye of the Storm","1370847713|1482024992|2860123632|3038247973|3142289711|3267421167|3719974635|47981717|64866129|699525795","GodPVP","","Fatebringer PVP God Roll","Barrel: Smallbore
Magazine: Accurized Rounds
Perk 1: Explosive Payload or Opening Shot
Perk 2: Eye of the Storm
Masterwork: Range"
"Fatebringer (Timelost)","4219826183","Appended Mag | Appended Mag | Firefly | Smallbore | Smallbore | Frenzy | Explosive Payload | Firefly | Frenzy | Explosive Payload","1065371964|1087426260|1183436451|1482024992|2860123632|3007133316|3038247973|3824105627|4104185692|64866129","GodPVE","","Fatebringer PVE God Roll","Barrel: Smallbore
Magazine: Appended Mag
Perk 1: Explosive Payload
Perk 2: Frenzy (also good: Firefly)
Masterwork: Range"
"Fatebringer (Timelost)","4219826183","Opening Shot | Smallbore | Smallbore | Explosive Payload | Accurized Rounds | Accurized Rounds | Eye of the Storm | Opening Shot | Explosive Payload | Eye of the Storm","1370847713|1482024992|2860123632|3038247973|3142289711|3267421167|3719974635|47981717|64866129|699525795","GodPVP","","Fatebringer PVP God Roll","Barrel: Smallbore
Magazine: Accurized Rounds
Perk 1: Explosive Payload or Opening Shot
Perk 2: Eye of the Storm
Masterwork: Range"
"Eyasluna","235827225","Headstone | High-Caliber Rounds | TrueSight HCS | Rapid Hit | Unrelenting | Demolitionist | High-Caliber Rounds","124408337|1561002382|1926090092|247725512|3108830275|3523296417|494745090","GodPVE","","Eyasluna PVE God Roll","Sight: Truesight HCS
Magazine: High-Caliber Rounds
Perk 1: Unrelenting or Rapid Hit
Perk 2: Headstone or Demolitionist
Masterwork: Handling"
"Eyasluna","235827225","Kill Clip | Perpetual Motion | High-Caliber Rounds | Ricochet Rounds | HitMark HCS | Ricochet Rounds | Rangefinder | High-Caliber Rounds | Moving Target","1015611457|1428297954|1561002382|1885400500|1926090093|1968098204|2846385770|494745090|588594999","GodPVP","","Eyasluna PVP God Roll","Sight: Hitmark HCS
Magazine: High-Caliber Rounds or Ricochet Rounds
Perk 1: Rangefinder or Perpetual Motion
Perk 2: Moving Target or Kill Clip
Masterwork: Range"
"Exuviae","2823644677","Fluted Barrel | Headstone | Headstone | Flared Magwell | Fluted Barrel | Rimestealer | Rimestealer | Flared Magwell","1124871858|1171887445|124408337|1709045111|1840239774|1955165503|2617553311|3230963543","GodPVE","","Exuviae PVE God Roll","Barrel: Fluted Barrel
Magazine: Flared Magwell
Perk 1: Rimestealer
Perk 2: Headstone
Masterwork: Handling"
"Exuviae","2823644677","Fluted Barrel | Fluted Barrel | Accurized Rounds | Keep Away | Accurized Rounds | Precision Instrument | Keep Away | Precision Instrument","1124871858|1840239774|3142289711|3198323828|3267421167|332733060|3619207468|555281244","GodPVP","","Exuviae PVP God Roll","Barrel: Fluted Barrel
Magazine: Accurized Rounds
Perk 1: Keep Away
Perk 2: Precision Instrument
Masterwork: Stability or Handling"
"Crimil's Dagger","198854575","Tactical Mag | Fluted Barrel | Häkke Breach Armaments | Enlightened Action | Tactical Mag | Fluted Barrel | Explosive Payload | Enlightened Action | Explosive Payload","106909392|1124871858|1607056502|1771736209|1783397184|1840239774|3038247973|3828510309|64866129","GodPVE","","Crimil's Dagger PVE God Roll","Barrel: Fluted Barrel
Magazine: Tactical Mag
Perk 1: Enlightened Action
Perk 2: Explosive Payload
Masterwork: Stability
Origin Trait: Hakke Breach Armaments"
"Crimil's Dagger","198854575","Fluted Barrel | Zen Moment | Fluted Barrel | Slideways | Zen Moment | Slideways | Moving Target | Adagio | Accurized Rounds | Accurized Rounds | Adagio | Skulking Wolf | Moving Target","1124871858|1748774930|1840239774|2039302152|2387244414|2396422520|2717805783|2889515627|3142289711|3267421167|3673922083|3989629871|588594999","GodPVP","","Crimil's Dagger PVP God Roll","Barrel: Fluted Barrel
Magazine: Accurized Rounds
Perk 1: Slideways (also good: Moving Target)
Perk 2: Adagio (also good: Zen Moment)
Masterwork: Range
Origin Trait: Skulking Wolf"
"Bold Endings","496728945","Tactical Mag | Fluted Barrel | Headstone | Headstone | Polygonal Rifling | Tactical Mag | Fluted Barrel | Demolitionist | Rapid Hit | Collective Action | Rapid Hit | Collective Action | Demolitionist | Polygonal Rifling","106909392|1124871858|1171887445|124408337|1392496348|1783397184|1840239774|1906147653|247725512|2562668800|2938480696|3324494224|3523296417|3966296580","GodPVE","","Bold Endings PVE God Roll","Barrel: Fluted Barrel or Polygonal Rifling
Magazine: Tactical Mag
Perk 1: Headstone (also good: Rapid-Hit)
Perk 2: Demolitionist or Collective Action
Masterwork: Handling or Reload Speed"
"Bold Endings","496728945","Smallbore | Desperate Measures | Rapid Hit | Desperate Measures | Smallbore | Rapid Hit | Accurized Rounds | Accurized Rounds | To the Pain | Eye of the Storm | To the Pain | Eye of the Storm","1482024992|2109543898|247725512|2799030358|2860123632|2938480696|3142289711|3267421167|3416609154|3719974635|3938834702|699525795","GodPVP","","Bold Endings PVP God Roll","Barrel: Smallbore
Magazine: Accurized Rounds
Perk 1: Rapid-Hit or To the Pain
Perk 2: Eye of the Storm (also good: Desperate Measures)
Masterwork: Stability or Range"
"Better Devils","4152016199","Tactical Mag | Fluted Barrel | Tactical Mag | Fluted Barrel | Demolitionist | Frenzy | Explosive Payload | Demolitionist | Frenzy | Pugilist | Explosive Payload | Pugilist","106909392|1124871858|1783397184|1840239774|1906147653|3007133316|3038247973|3523296417|4104185692|536173722|64866129|691659142","GodPVE","","Better Devils PVE God Roll","Barrel: Fluted Barrel
Magazine: Tactical Mag
Perk 1: Demolitionist or Pugilist
Perk 2: Frenzy or Explosive Payload
Masterwork: Reload Speed"
"Better Devils","4152016199","Steady Rounds | Hammer-Forged Rifling | Perpetual Motion | Smallbore | Perpetual Motion | Rapid Hit | Smallbore | Rapid Hit | Explosive Payload | Accurized Rounds | Steady Rounds | Hammer-Forged Rifling | Accurized Rounds | Elemental Capacitor | Explosive Payload | Elemental Capacitor","1002206008|1147230557|1428297954|1482024992|2014892510|247725512|2860123632|2938480696|3038247973|3142289711|3177308360|3250034553|3267421167|3511092054|64866129|711234314","GodPVP","","Better Devils PVP God Roll","Barrel: Hammer-Forged Rifling or Smallbore
Magazine: Accurized Rounds or Steady Rounds
Perk 1: Rapid-Hit or Perpetual Motion
Perk 2: Explosive Payload or Elemental Capacitor
Masterwork: Stability"
"Aureus Neutralizer","3981920134","Appended Mag | Appended Mag | Threat Remover | Barrel Shroud | Vorpal Weapon | Grave Robber | Roar of Battle | Trench Barrel | Barrel Shroud | Trench Barrel | Threat Remover | One-Two Punch | Cascade Point | Vorpal Weapon | Cascade Point | Grave Robber | Roar of Battle | One-Two Punch","1065371964|1087426260|1126264488|1300023272|1546637391|1631667848|1673863459|2360754333|2371713880|2459015849|2476672792|2679249093|331667533|3418165135|3751912585|402033656|4236235115|788178929","GodPVE","","Aureus Neutralizer PVE God Roll","Barrel: Barrel Shroud
Magazine: Appended Mag
Perk 1: Grave Robber (also good: Vorpal Weapon or Threat Remover)
Perk 2: Trench Barrel or One-Two Punch (also good: Cascade Point)
Masterwork: Range or Handling
Origin Trait: Roar of Battle"
"Aureus Neutralizer","3981920134","Corkscrew Rifling | Closing Time | Opening Shot | Roar of Battle | Lone Wolf | Lone Wolf | Accurized Rounds | Accurized Rounds | Closing Time | Corkscrew Rifling | Roar of Battle | Opening Shot","111235976|1194056669|1370847713|1673863459|2073244114|2579169598|3142289711|3267421167|3955464425|4090651448|4236235115|47981717","GodPVP","","Aureus Neutralizer PVP God Roll","Barrel: Corkscrew Rifling
Magazine: Accurized Rounds
Perk 1: Lone Wolf
Perk 2: Closing Time or Opening Shot
Masterwork: Range or Handling
Origin Trait: Roar of Battle"
"Ancient Gospel","963574173","Kill Clip | Fluted Barrel | Flared Magwell | Fluted Barrel | Demolitionist | Destabilizing Rounds | Destabilizing Rounds | Rampage | Kill Clip | Explosive Payload | Flared Magwell | Rampage | Demolitionist | Explosive Payload","1015611457|1124871858|1709045111|1840239774|1906147653|1926441324|2048641572|288411554|2923251173|3038247973|3230963543|3425386926|3523296417|64866129","GodPVE","","Ancient Gospel PVE God Roll","Barrel: Fluted Barrel
Magazine: Flared Magwell
Perk 1: Rampage (also good: Destabilizing Rounds or Demolitionist)
Perk 2: Explosive Payload (also good: Kill Clip)
Masterwork: Reload"
"Ancient Gospel","963574173","Kill Clip | Hammer-Forged Rifling | Lone Wolf | Rapid Hit | Lone Wolf | Rangefinder | Kill Clip | Rapid Hit | Explosive Payload | Accurized Rounds | Hammer-Forged Rifling | Accurized Rounds | Eye of the Storm | Rangefinder | Explosive Payload | Eye of the Storm","1015611457|1147230557|2073244114|247725512|2579169598|2846385770|2923251173|2938480696|3038247973|3142289711|3250034553|3267421167|3719974635|509594246|64866129|699525795","GodPVP","","Ancient Gospel PVP God Roll","Barrel: Hammer-Forged Rifling
Magazine: Accurized Rounds
Perk 1: Rapid Hit (also good: Lone Wolf or Eye of the Storm)
Perk 2: Kill Clip (Explosive Payload or Rangefinder)
Masterwork: Range"
"Agape","4124362340","Fluted Barrel | Firefly | Flared Magwell | Fluted Barrel | Incandescent | Heal Clip | Flared Magwell | Firefly | Heal Clip | Incandescent","1124871858|1183436451|1709045111|1840239774|2675184851|3017780555|3230963543|3824105627|4223976499|4293542123","GodPVE","","Agape PVE God Roll","Barrel: Fluted Barrel
Magazine: Flared Magwell
Perk 1: Heal Clip
Perk 2: Incandescent (also good: Firefly)
Masterwork: Reload Speed
Origin Trait: Exhaustive Research"
"Agape","4124362340","Encore | Smallbore | Ricochet Rounds | Ricochet Rounds | Moving Target | Smallbore | Precision Instrument | Precision Instrument | Moving Target | Encore","1195158366|1482024992|1885400500|1968098204|2717805783|2860123632|332733060|555281244|588594999|838873202","GodPVP","","Agape PVP God Roll","Barrel: Smallbore
Magazine: Ricochet Rounds
Perk 1: Encore or Moving Target
Perk 2: Precision Instrument
Masterwork: Stability or Range
Origin Trait: Exhaustive Research"
